Name,Age,Date,Monthly_Family_Income,Option_Selected,Experience,Unknown_feature,City,Country,Work_Authorization,Gender,Contact_number,Email,Marital_Status,Employment_type,Applied_role,Skill_1,Skill_2,Rating,Applied_company
Melissa Bass,42,08-11-24,33676,C,Yes,4,Thomasborough,Luxembourg,0,Other,+16923608688x2715,not_provided,married,freelancer,"Programme researcher, broadcasting/film/video",Unknown,R,0,Unknown
Karen Garcia,42,11-11-24,83825,A,Yes,3,Bellstad,Saint Kitts and Nevis,1,F,13052489734,vincenthenderson@pennington-gibbs.com,single,freelancer,"Engineer, agricultural",Excel,Tableau,3,Unknown
David Turner,44,13-11-24,146402,C,No,4,Port Elizabethfurt,Peru,1,F,+16072202871x929,not_provided,single,freelancer,"Production assistant, radio",Python,PowerBI,7,Unknown
Brenda Bernard,47,15-11-24,10598,A,No,2,Sabrinafort,Vanuatu,0,Other,11667920805,angelajohnson@collier-bates.com,single,freelancer,Community arts worker,SQL,Unknown,3,Unknown
Anthony Mendoza,42,16-11-24,41705,C,No,3,Vasquezstad,Nicaragua,1,F,+19774594788x67523,not_provided,married,freelancer,Waste management officer,Python,Tableau,9,Unknown
Scott Stone,34,24-11-24,96876,B,Yes,2,Alexanderland,Azerbaijan,1,M,not_provided,not_provided,single,employed,"Development worker, international aid",SQL,Unknown,7,"Harper, Frank and Ramirez"
Julie Kennedy,42,26-11-24,142167,A,No,4,Maryberg,Pitcairn Islands,0,M,+10257172389x078,not_provided,single,employed,Chartered management accountant,Unknown,Tableau,5,Unknown
Jasmine Chen,46,28-11-24,119122,A,No,2,Lopezport,Turkey,1,Other,+14163635821x854,not_provided,single,freelancer,Hydrogeologist,Python,Unknown,7,Unknown
Jessica Bennett,42,29-11-24,43766,B,Yes,4,Port Matthewchester,Malta,0,Other,+11372314410x57744,jessebailey@hernandez.info,married,employed,Archaeologist,Excel,PowerBI,10,Unknown
James Davenport,64,03-12-24,129222,A,No,4,Lake Elizabethhaven,French Southern Territories,0,F,+19390529191x57796,not_provided,single,employed,Materials engineer,Python,Tableau,3,Unknown
Patrick Sherman,42,06-12-24,57796,B,No,1,Shieldshaven,French Polynesia,1,Other,+14215006023x7840,not_provided,married,employed,Education administrator,Unknown,Unknown,8,Unknown
Robert Brown,57,07-12-24,91904,UNKNOWN,No,4,West Courtneyhaven,Paraguay,0,M,11703784763,not_provided,single,employed,Geoscientist,Python,PowerBI,8,Unknown
Natasha Roberts,42,08-12-24,69990,C,Yes,1,New Arielton,Isle of Man,1,F,+11426456615x91314,not_provided,married,unemployed,Photographer,SQL,R,9,Unknown
Aaron Myers,59,08-12-24,65875,A,Yes,2,New Nicole,Benin,0,F,+17759300662x321,stephaniegardner@byrd.org,single,freelancer,Advertising account executive,SQL,R,0,Unknown
Matthew Murray,42,08-12-24,9883,A,Yes,1,Lake Matthew,Korea,0,F,+14757985082x18803,matthew16@richards.biz,single,employed,Housing manager/officer,Python,Unknown,8,"Lang, Murphy and Williams"
Robert Duran,42,11-12-24,145182,B,Yes,1,Fernandezland,Brazil,0,F,+14533862040x1343,not_provided,married,unemployed,"Engineer, manufacturing systems",Python,Tableau,10,Unknown
Mr. Ryan Henry DDS,42,13-12-24,24489,B,Yes,2,East Susanport,India,1,F,14390597192,not_provided,single,unemployed,Web designer,Unknown,Tableau,6,Unknown
John Christian,42,13-12-24,87965,B,Yes,2,South Jasonchester,Tajikistan,1,F,+11691632553x041,not_provided,married,freelancer,Building surveyor,Unknown,Unknown,2,Unknown
Dennis Proctor,42,17-12-24,122196,C,Yes,4,Wilsonfurt,Austria,1,M,11625874472,not_provided,married,employed,Newspaper journalist,Unknown,Unknown,0,Unknown
Justin Burke,64,18-12-24,47708,C,Yes,4,Ramosshire,Swaziland,0,M,+15829192170x53672,tjackson@gmail.com,single,employed,"Engineer, land",SQL,Unknown,10,"Castaneda, Cook and Brown"
Ruben Martin,42,21-12-24,104714,B,Yes,3,Lake Judithburgh,Botswana,0,Other,12944936976,not_provided,married,employed,Software engineer,SQL,R,6,Duncan Inc
Julia Nelson,32,23-12-24,128837,B,No,1,West Kimberlyshire,Guam,0,Other,+14269406302x7709,not_provided,married,unemployed,Waste management officer,SQL,R,5,Allen LLC
Gabrielle Ochoa,42,25-12-24,110714,B,No,1,Jamesport,Argentina,0,M,+13768819544x420,not_provided,married,employed,Sport and exercise psychologist,SQL,R,2,Gonzalez Group
Edwin Alvarado,42,26-12-24,10959,B,No,2,Jamesside,Estonia,1,F,+12290764146x9664,not_provided,married,unemployed,Clinical psychologist,Unknown,R,2,Cortez Inc
David George,42,27-12-24,26135,C,No,2,Laurenmouth,Tanzania,1,F,13855723440,thomasmark@gmail.com,single,freelancer,Archaeologist,Python,R,8,"Bradley, Chang and Gay"
Jonathan Bishop,33,28-12-24,143033,B,Yes,4,Port Jessicaborough,Norway,0,M,+19296226510x4578,curtisbarnes@yahoo.com,single,freelancer,"Psychologist, forensic",Excel,Tableau,10,Unknown
Nicholas Estrada,43,28-12-24,48043,B,Yes,3,Sierrastad,Hong Kong,1,F,+18479302240x267,not_provided,single,employed,Health visitor,SQL,PowerBI,7,Unknown
Mrs. Sarah Mcdaniel DDS,42,30-12-24,32909,B,Yes,3,Elizabethville,Netherlands,0,Other,+17668635284x965,carrie64@gmail.com,single,freelancer,Geographical information systems officer,Unknown,R,7,Sanchez LLC
Renee Rodriguez,33,30-12-24,7104,UNKNOWN,No,3,Velasquezchester,Burundi,0,M,11858866436,jeffrey32@johnson-walker.com,married,unemployed,"Scientist, research (medical)",Unknown,Tableau,8,Unknown
Scott Richards,42,02-01-25,97337,C,No,2,Riversfurt,Azerbaijan,0,Other,14631866895,not_provided,single,employed,Claims inspector/assessor,Unknown,PowerBI,0,Watson Ltd
David Perez,60,04-01-25,83979,B,Yes,2,Chavezstad,Bahamas,0,F,not_provided,not_provided,single,unemployed,"Engineer, automotive",SQL,Unknown,5,Unknown
Paul Brooks,42,11-01-25,52757,B,Yes,1,Port Caitlyn,French Guiana,0,M,+15860816944x020,campbelldebbie@roberts.com,married,freelancer,Environmental education officer,Unknown,PowerBI,5,Unknown
Mr. William Webster PhD,24,11-01-25,17658,A,Yes,3,New Joseview,Saudi Arabia,1,Other,+10776919055x05168,not_provided,married,freelancer,Call centre manager,SQL,Tableau,0,Unknown
Christopher Bradshaw,42,13-01-25,129859,B,No,4,East Stevenfort,Guatemala,1,M,+17747569141x4526,not_provided,married,unemployed,"Accountant, chartered management",Unknown,Unknown,1,Unknown
Katelyn Salazar,42,16-01-25,77076,UNKNOWN,Yes,1,Johnfort,Netherlands,1,Other,19523995142,not_provided,single,freelancer,"Programmer, applications",Excel,Unknown,9,Unknown
Dawn Hobbs,42,19-01-25,50967,UNKNOWN,Yes,3,Michaeltown,Cote d'Ivoire,1,F,15100946846,roger22@hotmail.com,single,unemployed,Wellsite geologist,Unknown,Unknown,0,Unknown
Courtney Brown,42,19-01-25,72308,A,Yes,1,West Eric,Timor-Leste,0,Other,11255543800,not_provided,married,unemployed,"Secretary, company",Excel,Tableau,4,Unknown
David Mathis,42,20-01-25,64118,B,Yes,1,Khanshire,Denmark,0,F,12476099383,juan49@soto-smith.info,married,freelancer,Biomedical engineer,Python,R,6,Unknown
Jill Yoder,45,23-01-25,122563,A,Yes,3,Kennethtown,Pitcairn Islands,1,F,not_provided,james55@davis.com,married,employed,Housing manager/officer,Python,Unknown,4,Unknown
Leslie Cox,42,27-01-25,10303,C,Yes,3,Lake Ryan,Netherlands,0,M,+18820259328x5002,not_provided,single,unemployed,"Programme researcher, broadcasting/film/video",SQL,R,7,Ward-Morris
Suzanne Benson,53,27-01-25,38539,B,Yes,2,Burkeview,Djibouti,0,M,+19838196595x39079,qhunt@gmail.com,single,unemployed,"Geologist, wellsite",Python,Unknown,5,Bruce and Sons
Sharon Johnson,42,28-01-25,137054,C,No,4,Deborahbury,Ukraine,0,M,14084554370,not_provided,single,unemployed,Biomedical scientist,Python,PowerBI,5,Unknown
Patricia Robertson,42,29-01-25,77422,B,Yes,3,Brownborough,Ireland,0,M,+17450257085x713,flong@watkins-hood.net,married,employed,Corporate investment banker,Unknown,Tableau,7,Unknown
Jennifer Hughes,18,30-01-25,128873,B,Yes,4,Edwardton,Cameroon,0,F,10575102346,not_provided,married,employed,"Surveyor, quantity",Excel,R,7,Unknown
Stephen Estes,57,31-01-25,11808,B,No,3,Lake Bailey,Montserrat,0,M,13379934331,currychristina@jones.com,single,unemployed,Equality and diversity officer,Excel,Unknown,3,Unknown
Patrick Decker,60,31-01-25,130161,C,No,1,Zacharyfurt,Palestinian Territory,0,F,+19166627568x1705,katherine54@carney.com,single,freelancer,Armed forces training and education officer,Python,R,9,Unknown
Douglas Ellis,42,02-02-25,79549,B,No,3,Codyview,Belgium,0,Other,11338020959,not_provided,married,unemployed,Interpreter,SQL,Tableau,3,Unknown
Carol Russo,42,04-02-25,111461,B,No,2,Lake Rita,Netherlands,1,F,+11471754599x3538,cassandraoneill@wilson.com,single,employed,Farm manager,Python,PowerBI,3,Unknown
Jacob Escobar,42,04-02-25,134526,C,Yes,1,West Davidtown,Cook Islands,1,M,15788214561,not_provided,married,employed,Building control surveyor,Python,R,7,Unknown
Joseph Green,42,05-02-25,7184,B,Yes,4,Gabrielton,Tanzania,1,Other,+11311370538x70711,lanetara@gmail.com,single,freelancer,Games developer,Unknown,Tableau,6,Unknown
Wesley Valdez,56,05-02-25,69543,A,No,1,South Wendyberg,Russian Federation,0,Other,+18075856760x214,not_provided,single,freelancer,Network engineer,SQL,R,3,Olsen-Cross
Todd Smith,42,10-02-25,71463,C,No,1,Lake Alison,Marshall Islands,1,Other,+13014568677x233,not_provided,married,employed,"Doctor, general practice",Unknown,Unknown,1,"Vega, Decker and Olson"
Natasha Perez,25,11-02-25,138909,UNKNOWN,Yes,2,Port Marissa,Suriname,0,M,+16050921148x0464,not_provided,married,unemployed,"Scientist, forensic",Unknown,Unknown,10,Unknown
Christopher Cunningham,33,16-02-25,64539,UNKNOWN,No,2,Lake Tonyabury,Cyprus,1,M,13083388430,not_provided,married,employed,Chartered accountant,Excel,PowerBI,2,Goodwin-Arellano
Mr. Robert Cole,42,17-02-25,23343,C,No,3,Lake Daniel,Angola,1,Other,15829902013,not_provided,married,freelancer,Control and instrumentation engineer,Python,Unknown,4,Unknown
Madeline Parker,58,20-02-25,80399,B,Yes,4,South Billy,Luxembourg,1,F,17072106631,whiteamanda@gmail.com,single,unemployed,Technical author,Excel,R,4,"White, Townsend and Jimenez"
Amy Boone,38,23-02-25,144532,C,No,3,South Laura,British Virgin Islands,1,Other,+14263973475x437,pward@palmer.com,married,freelancer,Ship broker,Excel,PowerBI,9,Unknown
Ms. Ashley Hanson,42,26-02-25,36835,UNKNOWN,Yes,3,Lake Lisa,Gabon,0,F,+17008106056x7862,harrisonrobert@barnett.info,married,unemployed,Fisheries officer,SQL,Tableau,4,Unknown
Stephanie Shaw,42,01-03-25,116304,UNKNOWN,No,1,East Nicholas,Heard Island and McDonald Islands,1,Other,18321802602,not_provided,single,unemployed,Technical brewer,Unknown,Tableau,3,Miller Ltd
Sonya Valenzuela DDS,52,02-03-25,146912,A,No,3,Richmondbury,Saint Kitts and Nevis,0,Other,+13333722375x57880,lorigonzalez@hotmail.com,married,freelancer,"Journalist, newspaper",Excel,Unknown,8,Unknown
William Flores,43,04-03-25,7938,B,No,4,Reginaport,Christmas Island,0,F,16516612179,rberger@lewis.com,single,freelancer,Barrister,SQL,Unknown,0,Unknown
Tracie Smith,42,04-03-25,40213,B,Yes,4,Christopherport,Montserrat,1,F,+13468542153x9418,not_provided,single,unemployed,Secretary/administrator,Unknown,Unknown,5,Nunez Group
Reginald Green,42,16-03-25,133089,C,Yes,2,Richardmouth,Chad,1,Other,12323499413,not_provided,married,unemployed,Civil Service administrator,Unknown,PowerBI,5,Unknown
Shawn Lin,40,19-03-25,56785,B,No,4,New Laurie,Cote d'Ivoire,0,Other,+17277216833x0606,vdixon@knight.biz,single,employed,Systems developer,SQL,R,3,"Morrison, Bryan and Cunningham"
Mr. Robert Miller,42,23-03-25,43145,A,No,2,Port Austinview,Denmark,1,M,12349789226,not_provided,single,freelancer,Music therapist,Unknown,Unknown,3,Unknown
Eric Carter,42,23-03-25,115933,C,Yes,1,West Angela,Peru,0,F,15385924961,not_provided,married,unemployed,"Administrator, sports",Excel,Unknown,7,Campbell LLC
Barbara Sims,42,24-03-25,72803,B,No,4,Jonesville,Thailand,1,F,+19896165526x95772,not_provided,married,employed,Public affairs consultant,Python,PowerBI,2,Jones-Rojas
Patricia Monroe,42,24-03-25,97251,C,Yes,2,Ravenshire,Ghana,0,M,+17600737201x9318,not_provided,married,freelancer,Applications developer,Excel,Unknown,4,Unknown
Michael Riggs,42,03-04-25,55378,C,Yes,1,Andrewsberg,Syrian Arab Republic,0,M,+12307345827x53014,andrea11@dudley.info,single,freelancer,"Engineer, production",Unknown,R,10,Unknown
Lisa Cardenas,42,12-04-25,17235,C,Yes,2,Jeffersonside,Jordan,1,M,12978073027,not_provided,married,employed,Town planner,Excel,Unknown,9,Unknown
Yvonne Christensen,42,14-04-25,116091,UNKNOWN,No,3,West Joshua,Reunion,0,Other,+18574242809x7103,not_provided,married,freelancer,"Engineer, civil (consulting)",Excel,Unknown,0,Unknown
Jason Hall,21,15-04-25,114899,A,No,2,North Dillonmouth,Cayman Islands,1,Other,+14990571712x555,not_provided,married,unemployed,Energy manager,Unknown,Unknown,5,Unknown
Joshua Davis,42,16-04-25,95487,C,Yes,1,Martinfort,Yemen,0,M,19892903639,not_provided,married,unemployed,Chief Technology Officer,Excel,Unknown,4,Roberts Inc
Sarah Rosario,42,16-04-25,142845,UNKNOWN,No,3,South Jeffreyhaven,Azerbaijan,0,M,15662377878,tperez@gmail.com,married,unemployed,Gaffer,Python,R,7,Montoya and Sons
Ashley Davis,63,18-04-25,144345,B,No,2,Dannybury,Benin,1,F,+18247439618x143,not_provided,single,employed,Music therapist,SQL,Unknown,4,Mcbride-Dixon
Jeffrey Wood,42,21-04-25,35573,B,Yes,4,Lake Anthonytown,Isle of Man,0,M,+14255808013x5478,not_provided,married,freelancer,Dietitian,Excel,Unknown,2,Mathis-Rice
Shane Lloyd,42,24-04-25,39795,B,Yes,4,East Conniemouth,Saint Lucia,1,F,+14792362670x220,not_provided,married,unemployed,"Engineer, communications",Python,Unknown,3,Unknown
Larry Blair,42,30-04-25,15752,B,Yes,2,Osbornton,Armenia,0,F,+17594287762x69333,not_provided,single,freelancer,"Editor, film/video",Python,R,1,"Snyder, Boyd and White"
Dale Rose,57,05-05-25,57303,B,No,1,Gregstad,Mauritania,1,M,+10211934850x393,not_provided,married,unemployed,Sub,Excel,PowerBI,6,Medina-Bradley
David Reynolds,64,08-05-25,42614,B,No,1,Jaymouth,Cape Verde,1,M,+18848636732x8650,not_provided,single,unemployed,Firefighter,Unknown,PowerBI,3,Unknown
Anthony Lee,33,10-05-25,68927,C,No,3,Greenfurt,New Zealand,0,Other,+14808425240x050,carrie62@underwood-liu.info,single,freelancer,Government social research officer,SQL,Unknown,3,Wilson LLC
Michelle Warren,42,14-05-25,20461,C,No,3,East Sarah,Seychelles,0,M,16800907359,not_provided,single,unemployed,Maintenance engineer,Excel,R,1,Price Inc
Larry Boone,42,16-05-25,89466,B,No,1,New Troyport,Montenegro,1,F,19137850216,lindsey13@kaufman.com,married,freelancer,Restaurant manager,SQL,PowerBI,6,Unknown
Michael Rodriguez,60,17-05-25,143844,UNKNOWN,No,2,Marcview,Central African Republic,0,F,+13868525663x5481,not_provided,married,employed,"Production assistant, radio",Python,PowerBI,7,Unknown
Isaac Herrera,58,21-05-25,69196,A,No,4,Lake Tammyview,Azerbaijan,1,F,14005980037,isaacschultz@odonnell.com,married,employed,Museum/gallery exhibitions officer,Excel,PowerBI,3,Unknown
Derrick Lambert,42,23-05-25,42785,UNKNOWN,Yes,2,West Kayla,Bermuda,0,F,+18329185451x982,ejones@white-white.info,married,employed,Statistician,SQL,Unknown,0,Unknown
Mackenzie Vasquez,49,23-05-25,91748,A,No,3,Larsonland,Kenya,1,M,+17817146724x78945,not_provided,married,employed,"Education officer, community",SQL,R,1,Unknown
Paul Figueroa,42,24-05-25,120909,A,No,4,East Christine,Kazakhstan,0,M,not_provided,not_provided,married,employed,Mining engineer,SQL,R,3,Unknown
Cameron Baker,42,01-06-25,119746,C,No,3,Port Colin,Burkina Faso,0,F,+15263451108x4180,kenneth98@hill.com,single,unemployed,Conference centre manager,Python,PowerBI,8,Unknown
Joshua Owens,55,01-06-25,112408,A,No,3,West Michael,Guam,1,Other,+19637341413x03205,not_provided,single,unemployed,Garment/textile technologist,SQL,Unknown,6,Unknown
Timothy Jones,42,02-06-25,147482,B,Yes,1,Lake Katrinaborough,Cuba,1,M,+17264710365x79070,christine53@yahoo.com,married,employed,Investment analyst,Unknown,Unknown,2,Unknown
David Peterson,48,02-06-25,114314,A,No,3,East Joshua,Bangladesh,0,Other,+18008663261x25559,not_provided,married,freelancer,Data scientist,Unknown,R,9,Hammond-Hendricks
David Christian,42,03-06-25,93906,C,No,3,East Don,British Indian Ocean Territory (Chagos Archipelago),0,M,+15203377791x4724,not_provided,married,freelancer,Office manager,SQL,Unknown,3,"Stanley, Crawford and Skinner"
Brandon Edwards,42,05-06-25,83471,C,No,1,Kimville,Korea,1,F,+12905144487x50614,not_provided,married,freelancer,Land/geomatics surveyor,Excel,Tableau,4,Unknown
Ryan Vasquez,43,04-07-25,39394,A,Yes,2,North Heatherberg,Jordan,0,M,19349999258,not_provided,single,freelancer,Animal technologist,Python,Unknown,9,Unknown
Timothy Mitchell,42,03-08-25,112157,A,No,4,Christopherfort,Yemen,0,F,+14877643419x747,not_provided,married,employed,Editorial assistant,Python,PowerBI,9,Unknown
Alex Gonzales,42,01-09-25,63863,A,Yes,4,West Valerie,Myanmar,1,Other,+19110149802x0574,shannongardner@white.com,single,unemployed,Tourist information centre manager,Python,PowerBI,9,Unknown
Monica Hunter,42,02-09-25,136137,B,No,2,Johnmouth,Tanzania,1,F,+11709060576x81320,kaylawilliams@leon.org,married,unemployed,Magazine features editor,Excel,R,5,Unknown
Kayla Maynard,42,03-10-25,133477,B,No,1,East Scottside,Saint Kitts and Nevis,0,F,13407412557,markray@brown-harris.com,single,freelancer,"Geneticist, molecular",Excel,R,8,Unknown
Jessica Rodriguez,42,01-11-25,97036,A,No,1,Lake Matthew,Macao,0,Other,15315503786,not_provided,single,employed,Quarry manager,Unknown,Unknown,1,"Howell, Richard and Huynh"
Nicholas Coleman,32,01-11-25,31513,UNKNOWN,No,2,New Codyburgh,Malawi,1,Other,10458615232,not_provided,married,freelancer,Scientific laboratory technician,Unknown,Tableau,2,Unknown
Holly Wright,39,02-11-25,93748,C,No,3,Sanchezmouth,Nepal,0,F,17879511674,hnewman@johnson-durham.biz,single,freelancer,Water engineer,Excel,R,3,Unknown
Carla Navarro,44,03-11-25,41729,B,Yes,4,Phillipsfort,Switzerland,0,Other,+13256213020x17547,not_provided,single,freelancer,Set designer,Excel,Tableau,0,Unknown
Nathan Crane,42,01-12-25,97606,UNKNOWN,Yes,2,Port Terrihaven,Cuba,0,F,10573810850,not_provided,married,employed,"Geneticist, molecular",Unknown,Tableau,10,Unknown
Ashley Nelson,27,03-12-25,47188,B,Yes,2,West Rita,Dominican Republic,1,Other,+10457476511x94640,smolina@gmail.com,single,freelancer,Farm manager,Unknown,PowerBI,9,Unknown
Karla Wade MD,42,04-12-25,129640,A,No,1,Ianhaven,Belize,1,F,+13037977840x46621,not_provided,single,employed,Sports coach,Unknown,R,4,Unknown
Barbara Thompson,54,04-12-25,137510,A,Yes,1,Lake Michael,Uzbekistan,0,F,+17738905841x74406,not_provided,single,employed,"Scientist, biomedical",SQL,Unknown,7,Unknown
Deborah White,42,05-12-25,125028,B,Yes,4,Caitlynmouth,Guam,0,Other,10170702191,xsmith@hotmail.com,single,unemployed,Ophthalmologist,Python,PowerBI,2,Ramos Ltd
Christopher Schmitt,24,05-12-25,95165,B,Yes,3,North Charles,Kazakhstan,1,Other,+12539722959x17988,joneschristopher@yahoo.com,married,employed,"Journalist, newspaper",Unknown,R,10,Unknown
Natalie Castillo,42,05-12-25,117311,UNKNOWN,No,2,North Joshua,Panama,0,F,+11329411502x2032,not_provided,single,employed,Web designer,Excel,Tableau,10,Unknown
Audrey Smith,42,05-12-25,105039,B,Yes,3,Andrewville,Northern Mariana Islands,1,M,+12728545792x0708,not_provided,single,freelancer,Barrister's clerk,Excel,R,6,Unknown
Jennifer Bush,42,05-12-25,48287,B,Yes,3,Lake Dawnshire,Jamaica,0,F,+12283842135x730,not_provided,married,freelancer,Counselling psychologist,Unknown,R,7,Unknown
Chelsea Long,39,05-12-25,132248,A,Yes,2,East Erica,Spain,0,F,+11011509976x807,not_provided,married,unemployed,Transport planner,Excel,PowerBI,10,Jones-Floyd
Thomas Jones,42,05-12-25,19200,B,Yes,4,Tiffanyburgh,Antigua and Barbuda,1,M,+19426425573x004,craig05@hotmail.com,married,unemployed,Fitness centre manager,Unknown,Unknown,2,Cooper and Sons
Jennifer Barron,42,05-12-25,24761,B,Yes,1,Tracyland,Nauru,1,F,+15157407520x066,mark75@castillo.com,single,unemployed,Call centre manager,SQL,Unknown,7,"Hernandez, Kim and Jimenez"
Melanie Lee,42,05-12-25,87209,A,Yes,2,Amberburgh,South Africa,0,Other,14950674644,not_provided,married,employed,Communications engineer,Unknown,PowerBI,2,Unknown
Paula Hutchinson,42,05-12-25,145565,C,Yes,1,Brianberg,Hong Kong,0,F,+16404640965x010,not_provided,single,employed,Insurance risk surveyor,Excel,Unknown,6,Franklin PLC
Joseph Long,42,05-12-25,139066,B,Yes,2,Johntown,Hungary,0,Other,+12999292549x116,brendaleon@gmail.com,single,employed,"Psychologist, sport and exercise",Unknown,Unknown,10,Unknown
Mandy Oconnell,26,05-12-25,104390,C,No,1,Aprilland,Paraguay,0,M,+10226561218x7030,not_provided,single,freelancer,Travel agency manager,Python,Tableau,6,Unknown
Shannon Stevens,32,05-12-25,70325,B,No,2,Seanshire,Japan,0,Other,+17445014743x0584,not_provided,married,freelancer,"Designer, industrial/product",Unknown,Unknown,6,Unknown
Krista Nelson,46,05-12-25,69812,B,Yes,4,New Johnfort,Norfolk Island,0,Other,12825052849,not_provided,single,freelancer,Conference centre manager,SQL,R,5,"Johnson, Patel and Logan"
Jerome Zuniga,42,05-12-25,124196,C,No,4,North Anthonyfort,Svalbard & Jan Mayen Islands,0,M,+16206949930x75902,not_provided,single,freelancer,Oceanographer,Excel,Unknown,0,"Jones, Dyer and Parks"
Donald Strickland,49,05-12-25,125517,C,Yes,2,South Michaelmouth,Puerto Rico,1,M,+16536694143x1283,not_provided,single,employed,Health and safety inspector,Unknown,Unknown,4,Brown-Morrison
Phillip Collins PhD,42,05-12-25,29393,B,No,4,Danielleton,Cambodia,0,Other,+11862648348x23113,not_provided,single,unemployed,Ceramics designer,Unknown,Unknown,5,Parsons-Benjamin
Deanna Monroe,42,05-12-25,142530,B,Yes,2,North Noahstad,French Polynesia,1,F,10552069314,not_provided,married,freelancer,"Therapist, occupational",Excel,Unknown,2,Gray-Johnson
Robert Atkinson,20,05-12-25,38103,A,Yes,1,Lake Marthashire,Mali,0,F,+10265892997x601,not_provided,married,freelancer,Food technologist,SQL,PowerBI,4,Harvey-Kramer
William Khan,25,05-12-25,19053,C,No,1,Ortizstad,Guinea-Bissau,0,M,13917268528,robertalvarado@heath.biz,single,employed,English as a second language teacher,Unknown,Unknown,9,Unknown
Jacqueline Thomas,42,05-12-25,121056,B,Yes,4,Gabrielaton,Lebanon,0,M,+14603366472x482,not_provided,single,freelancer,"Embryologist, clinical",Excel,Tableau,10,Unknown
Andrea Rogers,42,05-12-25,66190,B,Yes,3,West Austinberg,Nigeria,0,F,+17163924048x65802,lindseykeith@hotmail.com,married,unemployed,Field trials officer,Python,Tableau,1,Unknown
Brandon Howell,42,05-12-25,80657,C,Yes,4,Chavezborough,Togo,0,F,+18233064353x937,not_provided,married,unemployed,"Surveyor, minerals",Excel,Unknown,0,Casey Inc
Felicia Ford,42,05-12-25,28940,A,Yes,4,Lake Ericchester,Antarctica (the territory South of 60 deg S),1,Other,16245795091,not_provided,single,unemployed,Automotive engineer,Unknown,Unknown,10,Davis-Allen
Lisa Schroeder,35,05-12-25,133902,B,No,3,West Arthur,Guadeloupe,1,Other,11014633567,not_provided,single,unemployed,Catering manager,Python,Unknown,7,"Hughes, Williams and Thompson"
Kimberly Macias,42,05-12-25,28084,C,Yes,3,West Christinahaven,Namibia,1,Other,13075411660,not_provided,single,freelancer,"Psychologist, forensic",Unknown,Unknown,0,Unknown
Kristi Cummings,42,05-12-25,120878,A,No,3,Richardbury,Lesotho,0,Other,+13971887852x094,not_provided,single,employed,Broadcast engineer,Excel,Unknown,3,Unknown
Rachel Miranda,42,05-12-25,111952,B,No,1,Schwartzville,Samoa,1,M,15207982388,not_provided,married,freelancer,Training and development officer,Python,Unknown,4,Franklin-Henry
David Montes,42,05-12-25,133356,C,No,4,Caitlinstad,Syrian Arab Republic,0,Other,13474081666,not_provided,married,unemployed,Podiatrist,Python,Tableau,3,Unknown
Robert Lopez,42,05-12-25,128987,UNKNOWN,Yes,3,Carrhaven,French Polynesia,0,M,+10736051346x7211,aaronmitchell@yahoo.com,married,employed,"Producer, radio",Unknown,R,1,Hill-Lopez
Austin Lester,42,05-12-25,42789,UNKNOWN,No,1,Yolandafurt,Martinique,0,Other,+10595406718x227,not_provided,single,employed,"Surveyor, insurance",Python,Unknown,6,"Snyder, Burns and Stephens"
Christopher Tran,42,05-12-25,14410,B,No,1,Taylortown,United Kingdom,0,F,+19990295235x3392,not_provided,single,unemployed,Podiatrist,Excel,PowerBI,7,Unknown
Michael Jones,42,05-12-25,135460,C,No,4,Lake Nicoleton,Heard Island and McDonald Islands,0,Other,539686182,not_provided,single,employed,Armed forces training and education officer,Python,Unknown,2,Unknown
Heather Edwards,42,05-12-25,116230,B,No,3,Martinezfort,Singapore,0,M,19638769289,not_provided,single,unemployed,Tourist information centre manager,Unknown,Unknown,5,Unknown
Kathleen Moreno,58,05-12-25,40855,B,Yes,3,Willieborough,Panama,0,M,+14288471241x312,not_provided,single,unemployed,Education administrator,Excel,R,5,Unknown
Anna Austin,27,05-12-25,100885,B,Yes,1,Robinsonville,Taiwan,1,Other,+19909517260x43210,xrios@jones-murray.info,married,freelancer,Software engineer,Python,Unknown,6,Unknown
Billy Young,39,05-12-25,42929,C,No,3,Johnsonhaven,Belize,0,M,+17559803533x9988,not_provided,single,unemployed,Accounting technician,Excel,R,3,Unknown
Sherri Mahoney,42,05-12-25,38080,B,No,1,Millerton,Thailand,1,M,+15991560004x6101,not_provided,married,employed,Optometrist,Unknown,Unknown,6,Unknown
Jamie Hess,62,05-12-25,61367,UNKNOWN,No,2,Davidview,Netherlands Antilles,1,Other,+11464890365x7940,not_provided,married,freelancer,"Scientist, research (physical sciences)",Excel,R,6,"Lutz, Hunt and Davis"
Faith Wolfe,35,05-12-25,117699,B,Yes,1,Edwardsmouth,India,0,M,15501026564,not_provided,married,employed,Sports administrator,SQL,Unknown,9,Unknown
Andrew Sanchez,42,05-12-25,97842,B,Yes,3,New Joelshire,Togo,1,M,+19287366241x865,shepardkevin@rubio.org,married,employed,"Designer, exhibition/display",Python,Unknown,6,Unknown
Charles Velasquez,42,05-12-25,111176,A,No,2,East Samantha,Honduras,1,Other,16620010620,donaldgreen@hotmail.com,married,employed,Corporate investment banker,SQL,Unknown,9,Turner-Berry
Lisa Williams,51,05-12-25,94001,A,No,2,Port Randallfurt,Senegal,1,F,+13138856435x7643,not_provided,single,freelancer,Insurance broker,Unknown,Tableau,5,Fletcher Inc
